ID,Entity,Code,Year,Death,Calories,Obese,Population__historical_estimates_,Continent,Column1,Column2,Column3,,Asia,,,,,3682,#REF!,,,
India2012,India,IND,2012,4.29,2435,15.4,1274487168,Asia,,,,,,,,,,,,,,
Ireland2012,Ireland,IRL,2012,8.93,3598,66.3,4564550,Europe,,,,,,,,,,,,,,
Iran2012,Iran,IRN,2012,13.25,3064,54.8,77324448,Asia,,,,,,,,,,,,,,
Iraq2012,Iraq,IRQ,2012,19.24,2527,51.9,33864452,Asia,,,,,,,,,,,,,,
Israel2012,Israel,ISR,2012,10.34,3603,67.6,7592099,Asia,,,,,,,,,,,,,,
Italy2012,Italy,ITA,2012,9.56,3575,65,60190152,Europe,,,,,,,,,,,,,,
Jamaica2012,Jamaica,JAM,2012,16.66,2754,46.5,2759819,North America,,,,,,,,,,,,,,
Jordan2012,Jordan,JOR,2012,23.01,3141,61.3,7211866,Asia,,,,,,,,,,,,,,
Japan2012,Japan,JPN,2012,3.86,2740,28.1,127853688,Asia,,,,,,,,,,,,,,
Kazakhstan2012,Kazakhstan,KAZ,2012,15.26,3187,57.9,17102868,Asia,,,,,,,,,,,,,,
Kenya2012,Kenya,KEN,2012,4.83,2192,16.2,43725808,Africa,,,,,,,,,,,,,,
South Korea2012,South Korea,KOR,2012,5.5,3325,35.7,49634188,Asia,,,,,,,,,,,,,,
Lebanon2012,Lebanon,LBN,2012,16.75,3091,63.6,5178338,Asia,,,,,,,,,,,,,,
Liberia2012,Liberia,LBR,2012,6.22,2200,16.3,4331749,Africa,,,,,,,,,,,,,,
Sri Lanka2012,Sri Lanka,LKA,2012,9.16,2512,16,21017150,Asia,,,,,,,,,,,,,,
Morocco2012,Morocco,MAR,2012,15.36,3366,48.1,33352166,Africa,,,,,,,,,,,,,,
Mexico2012,Mexico,MEX,2012,15.53,3049,62.2,115755912,North America,,,,,,,,,,,,,,
Mongolia2012,Mongolia,MNG,2012,12.21,2487,48,2792354,Asia,,,,,,,,,,,,,,
Malaysia2012,Malaysia,MYS,2012,8.51,2901,35.4,29660216,Asia,,,,,,,,,,,,,,
Namibia2012,Namibia,NAM,2012,8.13,2145,25.2,2167474,Africa,,,,,,,,,,,,,,
Niger2012,Niger,NER,2012,3.05,2567,10.9,17954410,Africa,,,,,,,,,,,,,,
Nigeria2012,Nigeria,NGA,2012,4.07,2665,22.1,170075936,Africa,,,,,,,,,,,,,,
Netherlands2012,Netherlands,NLD,2012,7.06,3225,61.8,16785296,Europe,,,,,,,,,,,,,,
Norway2012,Norway,NOR,2012,6.51,3499,64.4,5019058,Europe,,,,,,,,,,,,,,
Nepal2012,Nepal,NPL,2012,3.35,2655,14.6,27330696,Asia,,,,,,,,,,,,,,
New Zealand2012,New Zealand,NZL,2012,9.86,3127,67.7,4410285,Oceania,,,,,,,,,,,,,,
Pakistan2012,Pakistan,PAK,2012,6.85,2434,20,202205856,Asia,,,,,,,,,,,,,,
Peru2012,Peru,PER,2012,8.64,2682,51,29749592,South America,,,,,,,,,,,,,,
Philippines2012,Philippines,PHL,2012,7.8,2584,20.6,98032320,Asia,,,,,,,,,,,,,,
North Korea2012,North Korea,PRK,2012,3.05,2105,18.3,24887770,Asia,,,,,,,,,,,,,,
Paraguay2012,Paraguay,PRY,2012,13.13,2591,50,5923327,South America,,,,,,,,,,,,,,
Russia2012,Russia,RUS,2012,14.61,3366,58.5,143629360,Europe,,,,,,,,,,,,,,
Saudi Arabia2012,Saudi Arabia,SAU,2012,19.74,3269,64.1,30821554,Asia,,,,,,,,,,,,,,
Sudan2012,Sudan,SDN,2012,12.05,2301,20.6,35159792,Africa,,,,,,,,,,,,,,
Sao Tome and Principe2012,Sao Tome and Principe,STP,2012,8.24,2338,22.7,189936,Africa,,,,,,,,,,,,,,
Suriname2012,Suriname,SUR,2012,12.66,2726,50.3,558111,South America,,,,,,,,,,,,,,
Sweden2012,Sweden,SWE,2012,8.87,3170,61.6,9555984,Europe,,,,,,,,,,,,,,
Togo2012,Togo,TGO,2012,4.73,2414,14.9,6926634,Africa,,,,,,,,,,,,,,
Thailand2012,Thailand,THA,2012,6.9,2784,24.2,69157024,Asia,,,,,,,,,,,,,,
Tajikistan2012,Tajikistan,TJK,2012,7.5,2159,37.9,7956383,Asia,,,,,,,,,,,,,,
Turkmenistan2012,Turkmenistan,TKM,2012,18.19,2842,50.4,5458688,Asia,,,,,,,,,,,,,,
Timor2012,Timor,TLS,2012,2.56,2150,,1137683,Asia,,,,,,,,,,,,,,
Trinidad and Tobago2012,Trinidad and Tobago,TTO,2012,18.91,2989,49.2,1430379,North America,,,,,,,,,,,,,,
Tunisia2012,Tunisia,TUN,2012,15.42,3390,53.8,11174384,Africa,,,,,,,,,,,,,,
Turkey2012,Turkey,TUR,2012,15.63,3690,61.7,75277440,Asia,,,,,,,,,,,,,,
Taiwan2012,Taiwan,TWN,2012,7.3,2955,41.3,23234064,Asia,,,,,,,,,,,,,,
Tanzania2012,Tanzania,TZA,2012,4.96,2192,14.3,47786136,Africa,,,,,,,,,,,,,,
Uganda2012,Uganda,UGA,2012,3.64,2160,11.7,34273296,Africa,,,,,,,,,,,,,,
Uruguay2012,Uruguay,URY,2012,8.89,3016,61.4,3371134,South America,,,,,,,,,,,,,,
Uzbekistan2012,Uzbekistan,UZB,2012,14.94,2730,45.1,29503058,Asia,,,,,,,,,,,,,,
Venezuela2012,Venezuela,VEN,2012,12.93,2691,60.9,29470428,South America,,,,,,,,,,,,,,
Vietnam2012,Vietnam,VNM,2012,4.41,2713,14.2,89301328,Asia,,,,,,,,,,,,,,
Vanuatu2012,Vanuatu,VUT,2012,12.84,2818,46.2,257329,Oceania,,,,,,,,,,,,,,
Samoa2012,Samoa,WSM,2012,18.62,2962,72.6,198131,Oceania,,,,,,,,,,,,,,
Yemen2012,Yemen,YEM,2012,7.95,2231,35.9,26223390,Asia,,,,,,,,,,,,,,
South Africa2012,South Africa,ZAF,2012,10.92,3014,38.4,53145036,Africa,,,,,,,,,,,,,,
Zambia2012,Zambia,ZMB,2012,4.56,1923,17.6,14744662,Africa,,,,,,,,,,,,,,
Zimbabwe2012,Zimbabwe,ZWE,2012,4.87,2197,18.7,13265331,Africa,,,,,,,,,,,,,,
Afghanistan2011,Afghanistan,AFG,2011,10.05,2107,12.1,29249156,Asia,,,,,,,,,,,,,,
United Arab Emirates2011,United Arab Emirates,ARE,2011,23.93,3210,67.2,8575210,Asia,,,,,,,,,,,,,,
Argentina2011,Argentina,ARG,2011,9.93,3161,64.6,41520736,South America,,,,,,,,,,,,,,
Australia2011,Australia,AUS,2011,17.22,3237,67.9,22357032,Oceania,,,,,,,,,,,,,,
Bangladesh2011,Bangladesh,BGD,2011,3.46,2429,12.8,150211008,Asia,,,,,,,,,,,,,,
Brazil2011,Brazil,BRA,2011,11.47,3286,52.6,198185296,South America,,,,,,,,,,,,,,
Central African Republic2011,Central African Republic,CAF,2011,2.53,2154,11.9,4732037,Africa,,,,,,,,,,,,,,
Canada2011,Canada,CAN,2011,9.84,3474,67.7,34323536,North America,,,,,,,,,,,,,,
Switzerland2011,Switzerland,CHE,2011,7.97,3491,63.1,7910988,Europe,,,,,,,,,,,,,,
China2011,China,CHN,2011,5.01,3081,34.5,1357095424,Asia,,,,,,,,,,,,,,
Congo2011,Congo,COG,2011,7.84,2185,20.2,4584223,Africa,,,,,,,,,,,,,,
Colombia2011,Colombia,COL,2011,9.32,2696,52,45308896,South America,,,,,,,,,,,,,,
Egypt2011,Egypt,EGY,2011,19.06,3549,53.3,89200056,Africa,,,,,,,,,,,,,,
Spain2011,Spain,ESP,2011,9.88,3192,66,46729232,Europe,,,,,,,,,,,,,,
Ethiopia2011,Ethiopia,ETH,2011,2.33,2103,9.6,91817936,Africa,,,,,,,,,,,,,,
Fiji2011,Fiji,FJI,2011,26.99,2923,57.8,908359,Oceania,,,,,,,,,,,,,,
France2011,France,FRA,2011,7.4,3514,65.9,62775272,Europe,,,,,,,,,,,,,,
United Kingdom2011,United Kingdom,GBR,2011,9,3417,66.1,63286360,Europe,,,,,,,,,,,,,,
Greece2011,Greece,GRC,2011,10.75,3427,65.9,11004730,Europe,,,,,,,,,,,,,,
Guatemala2011,Guatemala,GTM,2011,7.73,2485,46,14833458,North America,,,,,,,,,,,,,,
Indonesia2011,Indonesia,IDN,2011,6.26,2712,17.4,247099696,Asia,,,,,,,,,,,,,,
India2011,India,IND,2011,4.04,2455,14.9,1257621248,Asia,,,,,,,,,,,,,,
Ireland2011,Ireland,IRL,2011,8.93,3600,65.9,4544504,Europe,,,,,,,,,,,,,,
Iran2011,Iran,IRN,2011,13.04,3051,53.8,76342968,Asia,,,,,,,,,,,,,,
Iraq2011,Iraq,IRQ,2011,19.18,2494,51,32378066,Asia,,,,,,,,,,,,,,
Israel2011,Israel,ISR,2011,10.38,3546,67.2,7459750,Asia,,,,,,,,,,,,,,
Italy2011,Italy,ITA,2011,9.52,3575,64.6,60025952,Europe,,,,,,,,,,,,,,
Jamaica2011,Jamaica,JAM,2011,16.32,2768,45.7,2746169,North America,,,,,,,,,,,,,,
Jordan2011,Jordan,JOR,2011,22.79,3139,60.6,7109980,Asia,,,,,,,,,,,,,,
Japan2011,Japan,JPN,2011,3.82,2712,27.7,128007256,Asia,,,,,,,,,,,,,,
Kazakhstan2011,Kazakhstan,KAZ,2011,15.33,3207,56.9,16864920,Asia,,,,,,,,,,,,,,
Kenya2011,Kenya,KEN,2011,4.6,2170,15.8,42635148,Africa,,,,,,,,,,,,,,
South Korea2011,South Korea,KOR,2011,5.5,3354,34.6,49169880,Asia,,,,,,,,,,,,,,
Lebanon2011,Lebanon,LBN,2011,16.45,3126,63.2,5045061,Asia,,,,,,,,,,,,,,
Liberia2011,Liberia,LBR,2011,5.9,2254,15.8,4181148,Africa,,,,,,,,,,,,,,
Sri Lanka2011,Sri Lanka,LKA,2011,8.92,2491,15.4,20859746,Asia,,,,,,,,,,,,,,
Morocco2011,Morocco,MAR,2011,15.07,3349,47.4,32903708,Africa,,,,,,,,,,,,,,
Mexico2011,Mexico,MEX,2011,15.35,3028,61.5,114150480,North America,,,,,,,,,,,,,,
Mongolia2011,Mongolia,MNG,2011,12.19,2454,47,2743946,Asia,,,,,,,,,,,,,,
Malaysia2011,Malaysia,MYS,2011,8.43,2889,34.4,29184140,Asia,,,,,,,,,,,,,,
Namibia2011,Namibia,NAM,2011,7.77,2090,24.5,2132343,Africa,,,,,,,,,,,,,,
Niger2011,Niger,NER,2011,3,2534,10.8,17283118,Africa,,,,,,,,,,,,,,
Nigeria2011,Nigeria,NGA,2011,3.9,2706,21.4,165463744,Africa,,,,,,,,,,,,,,
Netherlands2011,Netherlands,NLD,2011,7.06,3212,61.4,16701470,Europe,,,,,,,,,,,,,,
Norway2011,Norway,NOR,2011,6.49,3488,64,4953565,Europe,,,,,,,,,,,,,,
Nepal2011,Nepal,NPL,2011,3.17,2614,14.1,27266398,Asia,,,,,,,,,,,,,,
New Zealand2011,New Zealand,NZL,2011,9.75,3137,67.1,4381274,Oceania,,,,,,,,,,,,,,
Pakistan2011,Pakistan,PAK,2011,6.7,2426,19.5,198602736,Asia,,,,,,,,,,,,,,
Peru2011,Peru,PER,2011,8.54,2632,50.1,29477722,South America,,,,,,,,,,,,,,
Philippines2011,Philippines,PHL,2011,7.43,2572,20,96337912,Asia,,,,,,,,,,,,,,
North Korea2011,North Korea,PRK,2011,3.02,2100,18.1,24783790,Asia,,,,,,,,,,,,,,
Paraguay2011,Paraguay,PRY,2011,13.09,2614,49.3,5843938,South America,,,,,,,,,,,,,,
Russia2011,Russia,RUS,2011,14.63,3331,57.6,143364544,Europe,,,,,,,,,,,,,,
Saudi Arabia2011,Saudi Arabia,SAU,2011,19.61,3103,63.4,30150952,Asia,,,,,,,,,,,,,,
Sao Tome and Principe2011,Sao Tome and Principe,STP,2011,8.13,2331,22.1,186058,Africa,,,,,,,,,,,,,,
Suriname2011,Suriname,SUR,2011,12.5,2712,49.5,552154,South America,,,,,,,,,,,,,,
Sweden2011,Sweden,SWE,2011,8.85,3157,61.1,9467384,Europe,,,,,,,,,,,,,,
Togo2011,Togo,TGO,2011,4.61,2383,14.5,6748675,Africa,,,,,,,,,,,,,,
Thailand2011,Thailand,THA,2011,6.71,2760,23.3,68712848,Asia,,,,,,,,,,,,,,
Tajikistan2011,Tajikistan,TJK,2011,7.24,2049,37.2,7784820,Asia,,,,,,,,,,,,,,
Turkmenistan2011,Turkmenistan,TKM,2011,17.75,2851,49.3,5360813,Asia,,,,,,,,,,,,,,
Timor2011,Timor,TLS,2011,2.37,2105,,1112985,Asia,,,,,,,,,,,,,,
Trinidad and Tobago2011,Trinidad and Tobago,TTO,2011,18.81,2906,48.2,1420021,North America,,,,,,,,,,,,,,
Tunisia2011,Tunisia,TUN,2011,15.09,3360,53.1,11032529,Africa,,,,,,,,,,,,,,
Turkey2011,Turkey,TUR,2011,15.61,3674,61,74173856,Asia,,,,,,,,,,,,,,
Taiwan2011,Taiwan,TWN,2011,7.29,2956,40.8,23143076,Asia,,,,,,,,,,,,,,
Tanzania2011,Tanzania,TZA,2011,4.68,2200,13.9,46416032,Africa,,,,,,,,,,,,,,
Uganda2011,Uganda,UGA,2011,3.34,2178,11.3,33295738,Africa,,,,,,,,,,,,,,
Uruguay2011,Uruguay,URY,2011,8.89,3012,60.6,3361631,South America,,,,,,,,,,,,,,
Uzbekistan2011,Uzbekistan,UZB,2011,14.68,2694,44.3,29057456,Asia,,,,,,,,,,,,,,
Venezuela2011,Venezuela,VEN,2011,12.81,2803,60.1,29096158,South America,,,,,,,,,,,,,,
Vietnam2011,Vietnam,VNM,2011,4.21,2716,13.4,88349104,Asia,,,,,,,,,,,,,,
Vanuatu2011,Vanuatu,VUT,2011,12.66,2841,45.7,251309,Oceania,,,,,,,,,,,,,,
Samoa2011,Samoa,WSM,2011,18.81,2883,72.2,196364,Oceania,,,,,,,,,,,,,,
Yemen2011,Yemen,YEM,2011,7.7,2206,35.5,25475608,Asia,,,,,,,,,,,,,,
South Africa2011,South Africa,ZAF,2011,10.47,3002,37.5,52443320,Africa,,,,,,,,,,,,,,
Zambia2011,Zambia,ZMB,2011,4.24,1907,17.1,14265824,Africa,,,,,,,,,,,,,,
Zimbabwe2011,Zimbabwe,ZWE,2011,4.58,2200,18.4,13025789,Africa,,,,,,,,,,,,,,
Afghanistan2010,Afghanistan,AFG,2010,9.5,2104,11.7,28189672,Asia,,,,,,,,,,,,,,
United Arab Emirates2010,United Arab Emirates,ARE,2010,23.76,3161,67.1,8481775,Asia,,,,,,,,,,,,,,
Argentina2010,Argentina,ARG,2010,9.96,3155,63.8,41100124,South America,,,,,,,,,,,,,,
Australia2010,Australia,AUS,2010,17.29,3213,67.4,22019166,Oceania,,,,,,,,,,,,,,
Bangladesh2010,Bangladesh,BGD,2010,3.23,2439,12.3,148391136,Asia,,,,,,,,,,,,,,
Brazil2010,Brazil,BRA,2010,11.41,3230,51.7,196353504,South America,,,,,,,,,,,,,,
Central African Republic2010,Central African Republic,CAF,2010,2.46,2164,11.6,4660066,Africa,,,,,,,,,,,,,,
Canada2010,Canada,CAN,2010,9.91,3447,67.2,33963416,North America,,,,,,,,,,,,,,
Switzerland2010,Switzerland,CHE,2010,7.97,3448,62.7,7822444,Europe,,,,,,,,,,,,,,
China2010,China,CHN,2010,4.82,3044,33.2,1348191360,Asia,,,,,,,,,,,,,,
Congo2010,Congo,COG,2010,7.62,2143,19.6,4437883,Africa,,,,,,,,,,,,,,
Colombia2010,Colombia,COL,2010,9.3,2665,51.2,44816104,South America,,,,,,,,,,,,,,
Egypt2010,Egypt,EGY,2010,18.99,3507,52.5,87252416,Africa,,,,,,,,,,,,,,
Spain2010,Spain,ESP,2010,9.94,3183,65.7,46572776,Europe,,,,,,,,,,,,,,
Ethiopia2010,Ethiopia,ETH,2010,2.18,2080,9.3,89237800,Africa,,,,,,,,,,,,,,
Fiji2010,Fiji,FJI,2010,27.01,2914,57.5,905176,Oceania,,,,,,,,,,,,,,
France2010,France,FRA,2010,7.38,3536,65.5,62444568,Europe,,,,,,,,,,,,,,
United Kingdom2010,United Kingdom,GBR,2010,9.04,3404,65.6,62760048,Europe,,,,,,,,,,,,,,
Greece2010,Greece,GRC,2010,10.72,3442,65.5,11033784,Europe,,,,,,,,,,,,,,
Guatemala2010,Guatemala,GTM,2010,7.33,2431,45.3,14543126,North America,,,,,,,,,,,,,,
Indonesia2010,Indonesia,IDN,2010,5.99,2651,16.7,244016176,Asia,,,,,,,,,,,,,,
India2010,India,IND,2010,3.84,2442,14.4,1240613632,Asia,,,,,,,,,,,,,,
Ireland2010,Ireland,IRL,2010,8.89,3591,65.5,4524581,Europe,,,,,,,,,,,,,,
Iran2010,Iran,IRN,2010,12.89,3094,52.8,75373864,Asia,,,,,,,,,,,,,,
Iraq2010,Iraq,IRQ,2010,19.01,2505,50.1,31264880,Asia,,,,,,,,,,,,,,
Israel2010,Israel,ISR,2010,10.4,3535,66.7,7328439,Asia,,,,,,,,,,,,,,
Italy2010,Italy,ITA,2010,9.48,3583,64.2,59822452,Europe,,,,,,,,,,,,,,
Jamaica2010,Jamaica,JAM,2010,16.06,2762,44.8,2733904,North America,,,,,,,,,,,,,,
Jordan2010,Jordan,JOR,2010,22.62,3104,59.9,6931263,Asia,,,,,,,,,,,,,,
Japan2010,Japan,JPN,2010,3.91,2685,27.4,128105432,Asia,,,,,,,,,,,,,,
Kazakhstan2010,Kazakhstan,KAZ,2010,15.43,3143,55.9,16627839,Asia,,,,,,,,,,,,,,
Kenya2010,Kenya,KEN,2010,4.34,2160,15.5,41517896,Africa,,,,,,,,,,,,,,
South Korea2010,South Korea,KOR,2010,5.51,3281,33.5,48813036,Asia,,,,,,,,,,,,,,
Lebanon2010,Lebanon,LBN,2010,16.1,3162,62.7,4995799,Asia,,,,,,,,,,,,,,
Liberia2010,Liberia,LBR,2010,5.68,2198,15.4,4019958,Africa,,,,,,,,,,,,,,
Sri Lanka2010,Sri Lanka,LKA,2010,8.22,2465,14.9,20668556,Asia,,,,,,,,,,,,,,
Morocco2010,Morocco,MAR,2010,14.77,3294,46.6,32464866,Africa,,,,,,,,,,,,,,
Mexico2010,Mexico,MEX,2010,15.29,3041,60.9,112532400,North America,,,,,,,,,,,,,,
Mongolia2010,Mongolia,MNG,2010,12.03,2431,46.1,2702527,Asia,,,,,,,,,,,,,,
Malaysia2010,Malaysia,MYS,2010,8.38,2876,33.3,28717728,Asia,,,,,,,,,,,,,,
Namibia2010,Namibia,NAM,2010,7.61,2055,23.8,2099275,Africa,,,,,,,,,,,,,,
Niger2010,Niger,NER,2010,2.93,2533,10.7,16647545,Africa,,,,,,,,,,,,,,
Nigeria2010,Nigeria,NGA,2010,3.73,2706,20.7,160952864,Africa,,,,,,,,,,,,,,
Netherlands2010,Netherlands,NLD,2010,7.08,3208,61,16617121,Europe,,,,,,,,,,,,,,
Norway2010,Norway,NOR,2010,6.51,3486,63.5,4889747,Europe,,,,,,,,,,,,,,
Nepal2010,Nepal,NPL,2010,3,2560,13.7,27161572,Asia,,,,,,,,,,,,,,
New Zealand2010,New Zealand,NZL,2010,9.81,3139,66.5,4346345,Oceania,,,,,,,,,,,,,,
Pakistan2010,Pakistan,PAK,2010,6.54,2432,19.1,194454496,Asia,,,,,,,,,,,,,,
Peru2010,Peru,PER,2010,8.35,2617,49.2,29229576,South America,,,,,,,,,,,,,,
Philippines2010,Philippines,PHL,2010,7.27,2582,19.5,94636704,Asia,,,,,,,,,,,,,,
North Korea2010,North Korea,PRK,2010,2.99,2089,17.8,24686436,Asia,,,,,,,,,,,,,,
Paraguay2010,Paraguay,PRY,2010,13.11,2575,48.6,5768618,South America,,,,,,,,,,,,,,
Russia2010,Russia,RUS,2010,14.57,3302,56.7,143242592,Europe,,,,,,,,,,,,,,
Saudi Arabia2010,Saudi Arabia,SAU,2010,19.47,3124,62.7,29411930,Asia,,,,,,,,,,,,,,
Sao Tome and Principe2010,Sao Tome and Principe,STP,2010,8.08,2368,21.4,182154,Africa,,,,,,,,,,,,,,
Suriname2010,Suriname,SUR,2010,12.31,2795,48.6,546085,South America,,,,,,,,,,,,,,
Sweden2010,Sweden,SWE,2010,8.81,3151,60.6,9381722,Europe,,,,,,,,,,,,,,
Togo2010,Togo,TGO,2010,4.45,2370,14.2,6571862,Africa,,,,,,,,,,,,,,
Thailand2010,Thailand,THA,2010,6.54,2756,22.5,68270488,Asia,,,,,,,,,,,,,,
Tajikistan2010,Tajikistan,TJK,2010,7.01,2105,36.4,7621785,Asia,,,,,,,,,,,,,,
Turkmenistan2010,Turkmenistan,TKM,2010,17.34,2866,48.2,5267975,Asia,,,,,,,,,,,,,,
Timor2010,Timor,TLS,2010,2.17,2082,,1088492,Asia,,,,,,,,,,,,,,
Trinidad and Tobago2010,Trinidad and Tobago,TTO,2010,18.52,2841,47.3,1410297,North America,,,,,,,,,,,,,,
Tunisia2010,Tunisia,TUN,2010,14.9,3326,52.4,10895063,Africa,,,,,,,,,,,,,,
Turkey2010,Turkey,TUR,2010,15.61,3650,60.3,73195352,Asia,,,,,,,,,,,,,,
Taiwan2010,Taiwan,TWN,2010,7.31,2962,40.2,23083086,Asia,,,,,,,,,,,,,,
Tanzania2010,Tanzania,TZA,2010,4.48,2097,13.5,45110532,Africa,,,,,,,,,,,,,,
Uganda2010,Uganda,UGA,2010,3.12,2200,10.9,32341724,Africa,,,,,,,,,,,,,,
Uruguay2010,Uruguay,URY,2010,8.92,2984,59.8,3352653,South America,,,,,,,,,,,,,,
Uzbekistan2010,Uzbekistan,UZB,2010,14.45,2648,43.5,28614234,Asia,,,,,,,,,,,,,,
Venezuela2010,Venezuela,VEN,2010,12.66,2805,59.4,28715026,South America,,,,,,,,,,,,,,
Vietnam2010,Vietnam,VNM,2010,4,2678,12.7,87411016,Asia,,,,,,,,,,,,,,
Vanuatu2010,Vanuatu,VUT,2010,12.34,2856,45.2,245464,Oceania,,,,,,,,,,,,,,
Samoa2010,Samoa,WSM,2010,18.86,2911,71.9,194686,Oceania,,,,,,,,,,,,,,
Yemen2010,Yemen,YEM,2010,7.45,2197,35.2,24743944,Asia,,,,,,,,,,,,,,
South Africa2010,South Africa,ZAF,2010,9.99,2992,36.5,51784928,Africa,,,,,,,,,,,,,,
Zambia2010,Zambia,ZMB,2010,3.96,1904,16.7,13792095,Africa,,,,,,,,,,,,,,
Zimbabwe2010,Zimbabwe,ZWE,2010,4.3,2168,18.1,12839774,Africa,,,,,,,,,,,,,,
Afghanistan2009,Afghanistan,AFG,2009,8.93,2081,11.4,27385310,Asia,,,,,,,,,,,,,,
United Arab Emirates2009,United Arab Emirates,ARE,2009,23.48,3170,67.1,7992658,Asia,,,,,,,,,,,,,,
Argentina2009,Argentina,ARG,2009,10.01,3132,63.1,40684344,South America,,,,,,,,,,,,,,
Australia2009,Australia,AUS,2009,17.32,3205,66.8,21660898,Oceania,,,,,,,,,,,,,,
Bangladesh2009,Bangladesh,BGD,2009,3.07,2425,12,146706816,Asia,,,,,,,,,,,,,,
Brazil2009,Brazil,BRA,2009,11.34,3166,50.9,194517552,South America,,,,,,,,,,,,,,
Central African Republic2009,Central African Republic,CAF,2009,2.38,2139,11.2,4564544,Africa,,,,,,,,,,,,,,
Canada2009,Canada,CAN,2009,9.95,3440,66.8,33593920,North America,,,,,,,,,,,,,,
Switzerland2009,Switzerland,CHE,2009,7.95,3465,62.3,7734402,Europe,,,,,,,,,,,,,,
China2009,China,CHN,2009,4.64,2994,31.8,1339125632,Asia,,,,,,,,,,,,,,
Congo2009,Congo,COG,2009,7.43,2142,19.1,4257234,Africa,,,,,,,,,,,,,,
Colombia2009,Colombia,COL,2009,9.27,2708,50.5,44313916,South America,,,,,,,,,,,,,,
Egypt2009,Egypt,EGY,2009,18.71,3441,51.7,85501064,Africa,,,,,,,,,,,,,,
Spain2009,Spain,ESP,2009,9.99,3205,65.3,46367772,Europe,,,,,,,,,,,,,,
Ethiopia2009,Ethiopia,ETH,2009,2.04,2052,9.1,86755584,Africa,,,,,,,,,,,,,,
Fiji2009,Fiji,FJI,2009,27.23,2916,57.1,901390,Oceania,,,,,,,,,,,,,,
France2009,France,FRA,2009,7.38,3530,65.2,62093300,Europe,,,,,,,,,,,,,,
United Kingdom2009,United Kingdom,GBR,2009,9.04,3412,65,62243384,Europe,,,,,,,,,,,,,,
Greece2009,Greece,GRC,2009,10.69,3505,65.1,11055503,Europe,,,,,,,,,,,,,,
Guatemala2009,Guatemala,GTM,2009,6.87,2459,44.7,14259415,North America,,,,,,,,,,,,,,
Indonesia2009,Indonesia,IDN,2009,5.72,2603,16.1,240981296,Asia,,,,,,,,,,,,,,
India2009,India,IND,2009,3.66,2415,13.9,1223640192,Asia,,,,,,,,,,,,,,
Ireland2009,Ireland,IRL,2009,8.95,3571,65.1,4499797,Europe,,,,,,,,,,,,,,
Iran2009,Iran,IRN,2009,12.81,3058,51.8,74322688,Asia,,,,,,,,,,,,,,
Iraq2009,Iraq,IRQ,2009,18.77,2441,49.3,30289044,Asia,,,,,,,,,,,,,,
Israel2009,Israel,ISR,2009,10.34,3514,66.3,7199704,Asia,,,,,,,,,,,,,,
Italy2009,Italy,ITA,2009,9.42,3599,63.8,59562844,Europe,,,,,,,,,,,,,,
Jamaica2009,Jamaica,JAM,2009,15.79,2749,44,2722405,North America,,,,,,,,,,,,,,
Jordan2009,Jordan,JOR,2009,22.65,3099,59.1,6780508,Asia,,,,,,,,,,,,,,
Japan2009,Japan,JPN,2009,3.92,2675,27,128117040,Asia,,,,,,,,,,,,,,
Kazakhstan2009,Kazakhstan,KAZ,2009,15.48,3153,54.8,16402365,Asia,,,,,,,,,,,,,,
Kenya2009,Kenya,KEN,2009,4.08,2165,15.1,40364448,Africa,,,,,,,,,,,,,,
South Korea2009,South Korea,KOR,2009,5.54,3203,32.4,48588024,Asia,,,,,,,,,,,,,,
Lebanon2009,Lebanon,LBN,2009,15.88,3144,62.2,4951138,Asia,,,,,,,,,,,,,,
Liberia2009,Liberia,LBR,2009,5.33,2231,15,3905066,Africa,,,,,,,,,,,,,,
Sri Lanka2009,Sri Lanka,LKA,2009,7.91,2448,14.3,20482484,Asia,,,,,,,,,,,,,,
Morocco2009,Morocco,MAR,2009,14.49,3293,45.8,32042880,Africa,,,,,,,,,,,,,,
Mexico2009,Mexico,MEX,2009,15.28,3043,60.2,111049424,North America,,,,,,,,,,,,,,
Mongolia2009,Mongolia,MNG,2009,11.81,2451,45.2,2666718,Asia,,,,,,,,,,,,,,
Malaysia2009,Malaysia,MYS,2009,8.4,2839,32.4,28217208,Asia,,,,,,,,,,,,,,
Namibia2009,Namibia,NAM,2009,7.44,2062,23.1,2067928,Africa,,,,,,,,,,,,,,
Niger2009,Niger,NER,2009,2.89,2523,10.6,16037917,Africa,,,,,,,,,,,,,,
Nigeria2009,Nigeria,NGA,2009,3.59,2683,20,156595744,Africa,,,,,,,,,,,,,,
Netherlands2009,Netherlands,NLD,2009,7.08,3213,60.6,16536200,Europe,,,,,,,,,,,,,,
Norway2009,Norway,NOR,2009,6.51,3471,63,4829195,Europe,,,,,,,,,,,,,,
Nepal2009,Nepal,NPL,2009,2.83,2533,13.3,27026952,Asia,,,,,,,,,,,,,,
New Zealand2009,New Zealand,NZL,2009,9.82,3144,66,4302884,Oceania,,,,,,,,,,,,,,
Pakistan2009,Pakistan,PAK,2009,6.38,2429,18.6,190123232,Asia,,,,,,,,,,,,,,
Peru2009,Peru,PER,2009,8.14,2562,48.4,29009326,South America,,,,,,,,,,,,,,
Philippines2009,Philippines,PHL,2009,7.16,2595,19,92946952,Asia,,,,,,,,,,,,,,
