ID,Entity,Code,Year,Death,Calories,Obese,Population__historical_estimates_,Continent,Column1,Column2,Column3,,Asia,,,,,3682,#REF!,,,
Brazil2004,Brazil,BRA,2004,10.68,3082,46.7,184722048,South America,,,,,,,,,,,,,,
Central African Republic2004,Central African Republic,CAF,2004,2.09,1989,9.9,4115146,Africa,,,,,,,,,,,,,,
Canada2004,Canada,CAN,2004,10.33,3525,63.9,31911670,North America,,,,,,,,,,,,,,
Switzerland2004,Switzerland,CHE,2004,7.93,3412,60,7381153,Europe,,,,,,,,,,,,,,
China2004,China,CHN,2004,3.9,2857,25.2,1296816768,Asia,,,,,,,,,,,,,,
Congo2004,Congo,COG,2004,6.2,2263,16.4,3543018,Africa,,,,,,,,,,,,,,
Colombia2004,Colombia,COL,2004,9.17,2778,46.9,41648272,South America,,,,,,,,,,,,,,
Egypt2004,Egypt,EGY,2004,17.35,3309,48,77522424,Africa,,,,,,,,,,,,,,
Spain2004,Spain,ESP,2004,10.15,3246,62.7,42959672,Europe,,,,,,,,,,,,,,
Ethiopia2004,Ethiopia,ETH,2004,1.49,1882,8.3,75301024,Africa,,,,,,,,,,,,,,
Fiji2004,Fiji,FJI,2004,27.25,2901,54.7,866699,Oceania,,,,,,,,,,,,,,
France2004,France,FRA,2004,7.25,3555,63,60108436,Europe,,,,,,,,,,,,,,
United Kingdom2004,United Kingdom,GBR,2004,9.36,3445,61.8,59995852,Europe,,,,,,,,,,,,,,
Greece2004,Greece,GRC,2004,10.38,3719,62.2,11115089,Europe,,,,,,,,,,,,,,
Guatemala2004,Guatemala,GTM,2004,5.35,2324,41.1,12852433,North America,,,,,,,,,,,,,,
Indonesia2004,Indonesia,IDN,2004,4.1,2471,13.2,225938592,Asia,,,,,,,,,,,,,,
India2004,India,IND,2004,3.09,2256,11.9,1136264576,Asia,,,,,,,,,,,,,,
Ireland2004,Ireland,IRL,2004,9.01,3573,62.5,4031961,Europe,,,,,,,,,,,,,,
Iran2004,Iran,IRN,2004,12.33,3088,47.2,69061680,Asia,,,,,,,,,,,,,,
Iraq2004,Iraq,IRQ,2004,17.63,2367,46.1,27858950,Asia,,,,,,,,,,,,,,
Israel2004,Israel,ISR,2004,11.04,3621,63.9,6595990,Asia,,,,,,,,,,,,,,
Italy2004,Italy,ITA,2004,9.24,3626,61.4,57860664,Europe,,,,,,,,,,,,,,
Jamaica2004,Jamaica,JAM,2004,15.16,2792,39.5,2664027,North America,,,,,,,,,,,,,,
Jordan2004,Jordan,JOR,2004,22.06,3122,55.2,5532426,Asia,,,,,,,,,,,,,,
Japan2004,Japan,JPN,2004,4,2842,25,127671288,Asia,,,,,,,,,,,,,,
Kazakhstan2004,Kazakhstan,KAZ,2004,15.71,2979,49.2,15521921,Asia,,,,,,,,,,,,,,
Kenya2004,Kenya,KEN,2004,2.89,2022,13.6,34791836,Africa,,,,,,,,,,,,,,
South Korea2004,South Korea,KOR,2004,5.74,3098,28.6,47727288,Asia,,,,,,,,,,,,,,
Lebanon2004,Lebanon,LBN,2004,14.83,3175,60.4,4574799,Asia,,,,,,,,,,,,,,
Liberia2004,Liberia,LBR,2004,3.73,2092,13.2,3122448,Africa,,,,,,,,,,,,,,
Sri Lanka2004,Sri Lanka,LKA,2004,5.74,2348,12.2,19490434,Asia,,,,,,,,,,,,,,
Morocco2004,Morocco,MAR,2004,13.01,3263,42,30033124,Africa,,,,,,,,,,,,,,
Mexico2004,Mexico,MEX,2004,14.41,3105,56.4,103945816,North America,,,,,,,,,,,,,,
Mongolia2004,Mongolia,MNG,2004,11.37,2230,41.1,2537955,Asia,,,,,,,,,,,,,,
Malaysia2004,Malaysia,MYS,2004,8.27,2828,28.1,25333250,Asia,,,,,,,,,,,,,,
Namibia2004,Namibia,NAM,2004,6.15,2268,19.8,1939405,Africa,,,,,,,,,,,,,,
Niger2004,Niger,NER,2004,2.57,2453,10,13366889,Africa,,,,,,,,,,,,,,
Nigeria2004,Nigeria,NGA,2004,3.22,2655,16.6,136756848,Africa,,,,,,,,,,,,,,
Netherlands2004,Netherlands,NLD,2004,7.53,3197,57.5,16196036,Europe,,,,,,,,,,,,,,
Norway2004,Norway,NOR,2004,6.67,3477,60,4592284,Europe,,,,,,,,,,,,,,
Nepal2004,Nepal,NPL,2004,2.12,2374,11.6,26003970,Asia,,,,,,,,,,,,,,
New Zealand2004,New Zealand,NZL,2004,9.94,3157,63.1,4081415,Oceania,,,,,,,,,,,,,,
Pakistan2004,Pakistan,PAK,2004,5.2,2340,16.5,170648624,Asia,,,,,,,,,,,,,,
Peru2004,Peru,PER,2004,6.99,2296,44.5,27893914,South America,,,,,,,,,,,,,,
Philippines2004,Philippines,PHL,2004,6.71,2461,16.7,84607504,Asia,,,,,,,,,,,,,,
North Korea2004,North Korea,PRK,2004,2.83,2206,16.4,23948936,Asia,,,,,,,,,,,,,,
Paraguay2004,Paraguay,PRY,2004,12.22,2660,44.3,5416327,South America,,,,,,,,,,,,,,
Russia2004,Russia,RUS,2004,13.53,3113,50.6,144353648,Europe,,,,,,,,,,,,,,
Saudi Arabia2004,Saudi Arabia,SAU,2004,17.72,2959,59,23661804,Asia,,,,,,,,,,,,,,
Sao Tome and Principe2004,Sao Tome and Principe,STP,2004,6.83,2513,18.1,157714,Africa,,,,,,,,,,,,,,
Suriname2004,Suriname,SUR,2004,11.6,2557,43.3,510588,South America,,,,,,,,,,,,,,
Sweden2004,Sweden,SWE,2004,8.74,3147,57.4,9004263,Europe,,,,,,,,,,,,,,
Togo2004,Togo,TGO,2004,3.6,2246,12.6,5565213,Africa,,,,,,,,,,,,,,
Thailand2004,Thailand,THA,2004,5.31,2651,18.2,65311164,Asia,,,,,,,,,,,,,,
Tajikistan2004,Tajikistan,TJK,2004,6.14,1979,32.6,6801206,Asia,,,,,,,,,,,,,,
Turkmenistan2004,Turkmenistan,TKM,2004,16.2,2814,42.8,4819793,Asia,,,,,,,,,,,,,,
Timor2004,Timor,TLS,2004,1.58,2040,,945993,Asia,,,,,,,,,,,,,,
Trinidad and Tobago2004,Trinidad and Tobago,TTO,2004,18.5,2776,40.4,1361180,North America,,,,,,,,,,,,,,
Tunisia2004,Tunisia,TUN,2004,13.4,3248,48,10292230,Africa,,,,,,,,,,,,,,
Turkey2004,Turkey,TUR,2004,15.33,3609,56.1,67785080,Asia,,,,,,,,,,,,,,
Taiwan2004,Taiwan,TWN,2004,7.59,2986,36.5,22703098,Asia,,,,,,,,,,,,,,
Tanzania2004,Tanzania,TZA,2004,3.26,2098,11.5,38360884,Africa,,,,,,,,,,,,,,
Uganda2004,Uganda,UGA,2004,2.14,2351,9.3,27146082,Africa,,,,,,,,,,,,,,
Uruguay2004,Uruguay,URY,2004,9.16,2831,55.8,3313804,South America,,,,,,,,,,,,,,
Uzbekistan2004,Uzbekistan,UZB,2004,13.12,2385,39.7,26234924,Asia,,,,,,,,,,,,,,
Venezuela2004,Venezuela,VEN,2004,11.61,2492,54.9,26226930,South America,,,,,,,,,,,,,,
Vietnam2004,Vietnam,VNM,2004,2.7,2478,9.2,82311232,Asia,,,,,,,,,,,,,,
Vanuatu2004,Vanuatu,VUT,2004,10.5,2745,42.8,212431,Oceania,,,,,,,,,,,,,,
Samoa2004,Samoa,WSM,2004,19.59,2882,69,188083,Oceania,,,,,,,,,,,,,,
Yemen2004,Yemen,YEM,2004,5.97,2074,32,20733406,Asia,,,,,,,,,,,,,,
South Africa2004,South Africa,ZAF,2004,8.14,2940,31.4,48556064,Africa,,,,,,,,,,,,,,
Zambia2004,Zambia,ZMB,2004,2.66,1866,14.8,11188044,Africa,,,,,,,,,,,,,,
Zimbabwe2004,Zimbabwe,ZWE,2004,3.29,2044,17.1,12160885,Africa,,,,,,,,,,,,,,
Afghanistan2003,Afghanistan,AFG,2003,6.29,1892,10.1,22645136,Asia,,,,,,,,,,,,,,
United Arab Emirates2003,United Arab Emirates,ARE,2003,20.39,3338,65.3,3813452,Asia,,,,,,,,,,,,,,
Argentina2003,Argentina,ARG,2003,10.1,3009,59.3,38278164,South America,,,,,,,,,,,,,,
Australia2003,Australia,AUS,2003,10.61,3104,63.2,19699004,Oceania,,,,,,,,,,,,,,
Bangladesh2003,Bangladesh,BGD,2003,1.92,2350,10,136503216,Asia,,,,,,,,,,,,,,
Brazil2003,Brazil,BRA,2003,10.49,3067,45.9,182629280,South America,,,,,,,,,,,,,,
Central African Republic2003,Central African Republic,CAF,2003,2.04,1966,9.7,4026853,Africa,,,,,,,,,,,,,,
Canada2003,Canada,CAN,2003,10.35,3518,63.3,31619456,North America,,,,,,,,,,,,,,
Switzerland2003,Switzerland,CHE,2003,7.96,3432,59.6,7330729,Europe,,,,,,,,,,,,,,
China2003,China,CHN,2003,3.81,2833,24,1288873344,Asia,,,,,,,,,,,,,,
Congo2003,Congo,COG,2003,5.98,2236,15.9,3424664,Africa,,,,,,,,,,,,,,
Colombia2003,Colombia,COL,2003,9.14,2798,46.2,41057688,South America,,,,,,,,,,,,,,
Egypt2003,Egypt,EGY,2003,17.26,3379,47.4,75963328,Africa,,,,,,,,,,,,,,
Spain2003,Spain,ESP,2003,10.16,3297,62,42230268,Europe,,,,,,,,,,,,,,
Ethiopia2003,Ethiopia,ETH,2003,1.42,1884,8.3,73168848,Africa,,,,,,,,,,,,,,
Fiji2003,Fiji,FJI,2003,26.88,2892,54.1,858306,Oceania,,,,,,,,,,,,,,
France2003,France,FRA,2003,7.17,3587,62.4,59728260,Europe,,,,,,,,,,,,,,
United Kingdom2003,United Kingdom,GBR,2003,9.43,3400,61.1,59649800,Europe,,,,,,,,,,,,,,
Greece2003,Greece,GRC,2003,10.3,3651,61.6,11110488,Europe,,,,,,,,,,,,,,
Guatemala2003,Guatemala,GTM,2003,5.04,2345,40.4,12570507,North America,,,,,,,,,,,,,,
Indonesia2003,Indonesia,IDN,2003,4.17,2468,12.8,223080128,Asia,,,,,,,,,,,,,,
India2003,India,IND,2003,2.97,2282,11.5,1117415168,Asia,,,,,,,,,,,,,,
Ireland2003,Ireland,IRL,2003,8.97,3592,61.9,3958706,Europe,,,,,,,,,,,,,,
Iran2003,Iran,IRN,2003,11.47,3036,46.5,67954704,Asia,,,,,,,,,,,,,,
Iraq2003,Iraq,IRQ,2003,17.55,2252,45.6,27068826,Asia,,,,,,,,,,,,,,
Israel2003,Israel,ISR,2003,11.06,3576,63.4,6475917,Asia,,,,,,,,,,,,,,
Italy2003,Italy,ITA,2003,9.19,3621,60.8,57425176,Europe,,,,,,,,,,,,,,
Jamaica2003,Jamaica,JAM,2003,14.95,2810,38.6,2651034,North America,,,,,,,,,,,,,,
Jordan2003,Jordan,JOR,2003,21.71,3076,54.5,5396122,Asia,,,,,,,,,,,,,,
Japan2003,Japan,JPN,2003,4,2842,24.6,127502352,Asia,,,,,,,,,,,,,,
Kazakhstan2003,Kazakhstan,KAZ,2003,15.78,2973,48.2,15416709,Asia,,,,,,,,,,,,,,
Kenya2003,Kenya,KEN,2003,2.74,2004,13.4,33767120,Africa,,,,,,,,,,,,,,
South Korea2003,South Korea,KOR,2003,5.74,3059,28.2,47539740,Asia,,,,,,,,,,,,,,
Lebanon2003,Lebanon,LBN,2003,14.67,3198,59.8,4504807,Asia,,,,,,,,,,,,,,
Liberia2003,Liberia,LBR,2003,3.22,2051,12.9,3085173,Africa,,,,,,,,,,,,,,
Sri Lanka2003,Sri Lanka,LKA,2003,6.8,2330,11.9,19303182,Asia,,,,,,,,,,,,,,
Morocco2003,Morocco,MAR,2003,12.74,3203,41.2,29661272,Africa,,,,,,,,,,,,,,
Mexico2003,Mexico,MEX,2003,14.18,3109,55.6,102429344,North America,,,,,,,,,,,,,,
Mongolia2003,Mongolia,MNG,2003,11.26,2221,40.4,2516461,Asia,,,,,,,,,,,,,,
Malaysia2003,Malaysia,MYS,2003,8.18,2794,27.3,24739420,Asia,,,,,,,,,,,,,,
Namibia2003,Namibia,NAM,2003,6.16,2247,19.1,1915432,Africa,,,,,,,,,,,,,,
Niger2003,Niger,NER,2003,2.48,2401,9.9,12900793,Africa,,,,,,,,,,,,,,
Nigeria2003,Nigeria,NGA,2003,3.14,2608,16,133119808,Africa,,,,,,,,,,,,,,
Netherlands2003,Netherlands,NLD,2003,7.72,3141,56.9,16127574,Europe,,,,,,,,,,,,,,
Norway2003,Norway,NOR,2003,6.71,3437,59.3,4565167,Europe,,,,,,,,,,,,,,
Nepal2003,Nepal,NPL,2003,1.99,2339,11.3,25682912,Asia,,,,,,,,,,,,,,
New Zealand2003,New Zealand,NZL,2003,10,3120,62.5,4019944,Oceania,,,,,,,,,,,,,,
Pakistan2003,Pakistan,PAK,2003,4.88,2312,16.1,166876672,Asia,,,,,,,,,,,,,,
Peru2003,Peru,PER,2003,6.89,2278,43.9,27623344,South America,,,,,,,,,,,,,,
Philippines2003,Philippines,PHL,2003,6.52,2391,16.3,82942840,Asia,,,,,,,,,,,,,,
North Korea2003,North Korea,PRK,2003,2.8,2189,16.2,23781706,Asia,,,,,,,,,,,,,,
Paraguay2003,Paraguay,PRY,2003,12.09,2732,43.6,5353260,South America,,,,,,,,,,,,,,
Russia2003,Russia,RUS,2003,13.45,3064,49.7,144946720,Europe,,,,,,,,,,,,,,
Saudi Arabia2003,Saudi Arabia,SAU,2003,17.36,3003,58.5,23150850,Asia,,,,,,,,,,,,,,
Sao Tome and Principe2003,Sao Tome and Principe,STP,2003,6.56,2506,17.6,153774,Africa,,,,,,,,,,,,,,
Suriname2003,Suriname,SUR,2003,11.39,2559,42.4,503786,South America,,,,,,,,,,,,,,
Sweden2003,Sweden,SWE,2003,8.72,3124,56.9,8961506,Europe,,,,,,,,,,,,,,
Togo2003,Togo,TGO,2003,3.56,2199,12.4,5421000,Africa,,,,,,,,,,,,,,
Thailand2003,Thailand,THA,2003,5.25,2642,17.6,64776960,Asia,,,,,,,,,,,,,,
Tajikistan2003,Tajikistan,TJK,2003,5.97,1956,32.2,6672497,Asia,,,,,,,,,,,,,,
Turkmenistan2003,Turkmenistan,TKM,2003,15.81,2742,42.2,4758992,Asia,,,,,,,,,,,,,,
Timor2003,Timor,TLS,2003,1.52,2058,,926725,Asia,,,,,,,,,,,,,,
Trinidad and Tobago2003,Trinidad and Tobago,TTO,2003,18.35,2749,39.2,1353552,North America,,,,,,,,,,,,,,
Tunisia2003,Tunisia,TUN,2003,13.14,3240,47.3,10193798,Africa,,,,,,,,,,,,,,
Turkey2003,Turkey,TUR,2003,15.26,3588,55.3,66867324,Asia,,,,,,,,,,,,,,
Taiwan2003,Taiwan,TWN,2003,7.59,2991,35.7,22593682,Asia,,,,,,,,,,,,,,
Tanzania2003,Tanzania,TZA,2003,3.11,1983,11.3,37333916,Africa,,,,,,,,,,,,,,
Uganda2003,Uganda,UGA,2003,2.01,2382,9.2,26354740,Africa,,,,,,,,,,,,,,
Uruguay2003,Uruguay,URY,2003,9.08,2835,55.2,3310204,South America,,,,,,,,,,,,,,
Uzbekistan2003,Uzbekistan,UZB,2003,12.95,2351,39.4,25905912,Asia,,,,,,,,,,,,,,
Venezuela2003,Venezuela,VEN,2003,11.61,2415,54.3,25782032,South America,,,,,,,,,,,,,,
Vietnam2003,Vietnam,VNM,2003,2.53,2416,8.7,81475816,Asia,,,,,,,,,,,,,,
Vanuatu2003,Vanuatu,VUT,2003,10.28,2753,42.6,207274,Oceania,,,,,,,,,,,,,,
Samoa2003,Samoa,WSM,2003,19.45,2830,68.4,187455,Oceania,,,,,,,,,,,,,,
Yemen2003,Yemen,YEM,2003,5.72,2067,31.5,20188800,Asia,,,,,,,,,,,,,,
South Africa2003,South Africa,ZAF,2003,8.36,2929,30.7,48104044,Africa,,,,,,,,,,,,,,
Zambia2003,Zambia,ZMB,2003,2.55,1900,14.6,10837971,Africa,,,,,,,,,,,,,,
Zimbabwe2003,Zimbabwe,ZWE,2003,3.18,2010,16.9,12075835,Africa,,,,,,,,,,,,,,
Afghanistan2002,Afghanistan,AFG,2002,5.99,1826,9.9,21000258,Asia,,,,,,,,,,,,,,
United Arab Emirates2002,United Arab Emirates,ARE,2002,19.67,3355,64.7,3633665,Asia,,,,,,,,,,,,,,
Argentina2002,Argentina,ARG,2002,10.04,2977,58.8,37885024,South America,,,,,,,,,,,,,,
Australia2002,Australia,AUS,2002,10.54,3077,62.6,19475842,Oceania,,,,,,,,,,,,,,
Bangladesh2002,Bangladesh,BGD,2002,1.77,2313,9.7,134139824,Asia,,,,,,,,,,,,,,
Brazil2002,Brazil,BRA,2002,10.32,2927,45.1,180476688,South America,,,,,,,,,,,,,,
Central African Republic2002,Central African Republic,CAF,2002,1.98,1996,9.5,3930654,Africa,,,,,,,,,,,,,,
Canada2002,Canada,CAN,2002,10.31,3496,62.6,31322400,North America,,,,,,,,,,,,,,
Switzerland2002,Switzerland,CHE,2002,7.94,3436,59.2,7276479,Europe,,,,,,,,,,,,,,
China2002,China,CHN,2002,3.69,2832,22.8,1280926080,Asia,,,,,,,,,,,,,,
Congo2002,Congo,COG,2002,5.77,2259,15.5,3331170,Africa,,,,,,,,,,,,,,
Colombia2002,Colombia,COL,2002,8.74,2782,45.5,40454056,South America,,,,,,,,,,,,,,
Egypt2002,Egypt,EGY,2002,17.26,3434,46.7,74393760,Africa,,,,,,,,,,,,,,
Spain2002,Spain,ESP,2002,10.14,3359,61.4,41477652,Europe,,,,,,,,,,,,,,
Ethiopia2002,Ethiopia,ETH,2002,1.37,1844,8.2,71073224,Africa,,,,,,,,,,,,,,
Fiji2002,Fiji,FJI,2002,26.25,2902,53.5,849897,Oceania,,,,,,,,,,,,,,
France2002,France,FRA,2002,7.1,3656,61.9,59372784,Europe,,,,,,,,,,,,,,
United Kingdom2002,United Kingdom,GBR,2002,9.5,3416,60.5,59355688,Europe,,,,,,,,,,,,,,
Greece2002,Greece,GRC,2002,10.2,3639,60.9,11096620,Europe,,,,,,,,,,,,,,
Guatemala2002,Guatemala,GTM,2002,4.76,2359,39.7,12289867,North America,,,,,,,,,,,,,,
Indonesia2002,Indonesia,IDN,2002,3.95,2451,12.3,220115088,Asia,,,,,,,,,,,,,,
India2002,India,IND,2002,2.8,2285,11.2,1098313088,Asia,,,,,,,,,,,,,,
Ireland2002,Ireland,IRL,2002,8.97,3583,61.1,3894256,Europe,,,,,,,,,,,,,,
Iran2002,Iran,IRN,2002,11.7,3026,45.7,67327120,Asia,,,,,,,,,,,,,,
Iraq2002,Iraq,IRQ,2002,18.3,2272,45.5,26255344,Asia,,,,,,,,,,,,,,
Israel2002,Israel,ISR,2002,10.86,3698,62.9,6356697,Asia,,,,,,,,,,,,,,
Italy2002,Italy,ITA,2002,9.09,3661,60.2,57107576,Europe,,,,,,,,,,,,,,
Jamaica2002,Jamaica,JAM,2002,14.58,2795,37.7,2638248,North America,,,,,,,,,,,,,,
Jordan2002,Jordan,JOR,2002,21.58,2938,53.9,5275531,Asia,,,,,,,,,,,,,,
Japan2002,Japan,JPN,2002,4.01,2853,24.2,127301744,Asia,,,,,,,,,,,,,,
Kazakhstan2002,Kazakhstan,KAZ,2002,15.68,2935,47.3,15338962,Asia,,,,,,,,,,,,,,
Kenya2002,Kenya,KEN,2002,2.62,2023,13.2,32779824,Africa,,,,,,,,,,,,,,
South Korea2002,South Korea,KOR,2002,5.72,3081,27.8,47320664,Asia,,,,,,,,,,,,,,
Lebanon2002,Lebanon,LBN,2002,14.57,3270,59.2,4446663,Asia,,,,,,,,,,,,,,
Liberia2002,Liberia,LBR,2002,3.08,2066,12.6,3060603,Africa,,,,,,,,,,,,,,
Sri Lanka2002,Sri Lanka,LKA,2002,6.54,2331,11.5,19110706,Asia,,,,,,,,,,,,,,
Morocco2002,Morocco,MAR,2002,12.54,3154,40.5,29301820,Africa,,,,,,,,,,,,,,
Mexico2002,Mexico,MEX,2002,13.88,3103,54.8,100917080,North America,,,,,,,,,,,,,,
Mongolia2002,Mongolia,MNG,2002,11.17,2228,39.8,2494622,Asia,,,,,,,,,,,,,,
Malaysia2002,Malaysia,MYS,2002,8.02,2774,26.5,24142448,Asia,,,,,,,,,,,,,,
Namibia2002,Namibia,NAM,2002,6.25,2215,18.6,1888531,Africa,,,,,,,,,,,,,,
Niger2002,Niger,NER,2002,2.41,2309,9.8,12456520,Africa,,,,,,,,,,,,,,
Nigeria2002,Nigeria,NGA,2002,3.06,2605,15.5,129583032,Africa,,,,,,,,,,,,,,
Netherlands2002,Netherlands,NLD,2002,7.65,3249,56.2,16057042,Europe,,,,,,,,,,,,,,
Norway2002,Norway,NOR,2002,6.76,3459,58.6,4538435,Europe,,,,,,,,,,,,,,
Nepal2002,Nepal,NPL,2002,1.84,2279,11,25332178,Asia,,,,,,,,,,,,,,
New Zealand2002,New Zealand,NZL,2002,10.07,3121,62,3948582,Oceania,,,,,,,,,,,,,,
Pakistan2002,Pakistan,PAK,2002,4.56,2255,15.7,163262800,Asia,,,,,,,,,,,,,,
Peru2002,Peru,PER,2002,6.74,2337,43.2,27334510,South America,,,,,,,,,,,,,,
Philippines2002,Philippines,PHL,2002,6.31,2393,16,81285576,Asia,,,,,,,,,,,,,,
North Korea2002,North Korea,PRK,2002,2.03,2182,16.1,23638414,Asia,,,,,,,,,,,,,,
Paraguay2002,Paraguay,PRY,2002,11.83,2679,42.8,5286515,South America,,,,,,,,,,,,,,
Russia2002,Russia,RUS,2002,13.24,3025,49,145590144,Europe,,,,,,,,,,,,,,
Saudi Arabia2002,Saudi Arabia,SAU,2002,16.98,3021,57.9,22623412,Asia,,,,,,,,,,,,,,
Sao Tome and Principe2002,Sao Tome and Principe,STP,2002,6.44,2460,17.2,149852,Africa,,,,,,,,,,,,,,
Suriname2002,Suriname,SUR,2002,11.03,2557,41.5,495678,South America,,,,,,,,,,,,,,
Sweden2002,Sweden,SWE,2002,8.74,3133,56.3,8926011,Europe,,,,,,,,,,,,,,
Togo2002,Togo,TGO,2002,3.51,2157,12.2,5281548,Africa,,,,,,,,,,,,,,
Thailand2002,Thailand,THA,2002,5.16,2630,17,64222576,Asia,,,,,,,,,,,,,,
Tajikistan2002,Tajikistan,TJK,2002,5.78,1942,31.9,6541758,Asia,,,,,,,,,,,,,,
Turkmenistan2002,Turkmenistan,TKM,2002,15.46,2682,41.7,4698972,Asia,,,,,,,,,,,,,,
Timor2002,Timor,TLS,2002,1.44,2063,,909648,Asia,,,,,,,,,,,,,,
Trinidad and Tobago2002,Trinidad and Tobago,TTO,2002,18.03,2790,38.2,1345970,North America,,,,,,,,,,,,,,
Tunisia2002,Tunisia,TUN,2002,13.06,3191,46.6,10094564,Africa,,,,,,,,,,,,,,
Turkey2002,Turkey,TUR,2002,15.27,3607,54.7,65988664,Asia,,,,,,,,,,,,,,
Taiwan2002,Taiwan,TWN,2002,7.55,3002,35,22469622,Asia,,,,,,,,,,,,,,
Tanzania2002,Tanzania,TZA,2002,2.96,2109,11.1,36353528,Africa,,,,,,,,,,,,,,
Uganda2002,Uganda,UGA,2002,1.9,2330,9,25545098,Africa,,,,,,,,,,,,,,
Uruguay2002,Uruguay,URY,2002,9.06,2838,54.7,3306446,South America,,,,,,,,,,,,,,
Uzbekistan2002,Uzbekistan,UZB,2002,12.88,2289,39,25579032,Asia,,,,,,,,,,,,,,
Venezuela2002,Venezuela,VEN,2002,11.8,2218,53.8,25330926,South America,,,,,,,,,,,,,,
Vietnam2002,Vietnam,VNM,2002,2.38,2360,8.3,80642304,Asia,,,,,,,,,,,,,,
Vanuatu2002,Vanuatu,VUT,2002,10.39,2698,42.3,202141,Oceania,,,,,,,,,,,,,,
Samoa2002,Samoa,WSM,2002,19.29,2817,67.9,186645,Oceania,,,,,,,,,,,,,,
Yemen2002,Yemen,YEM,2002,5.51,2082,31,19660662,Asia,,,,,,,,,,,,,,
South Africa2002,South Africa,ZAF,2002,8.59,2906,30,47661516,Africa,,,,,,,,,,,,,,
Zambia2002,Zambia,ZMB,2002,2.48,1849,14.4,10508294,Africa,,,,,,,,,,,,,,
Zimbabwe2002,Zimbabwe,ZWE,2002,3.11,2021,16.7,11984643,Africa,,,,,,,,,,,,,,
Afghanistan2001,Afghanistan,AFG,2001,5.84,1737,9.8,19688634,Asia,,,,,,,,,,,,,,
United Arab Emirates2001,United Arab Emirates,ARE,2001,19.27,3320,64.2,3454204,Asia,,,,,,,,,,,,,,
Argentina2001,Argentina,ARG,2001,9.98,3212,58.4,37480492,South America,,,,,,,,,,,,,,
Australia2001,Australia,AUS,2001,10.5,3048,62,19248146,Oceania,,,,,,,,,,,,,,
Bangladesh2001,Bangladesh,BGD,2001,1.63,2331,9.4,131670488,Asia,,,,,,,,,,,,,,
Brazil2001,Brazil,BRA,2001,10.18,2892,44.3,178211888,South America,,,,,,,,,,,,,,
Central African Republic2001,Central African Republic,CAF,2001,1.92,1988,9.3,3844780,Africa,,,,,,,,,,,,,,
Canada2001,Canada,CAN,2001,10.19,3501,61.9,31002768,North America,,,,,,,,,,,,,,
Switzerland2001,Switzerland,CHE,2001,7.91,3380,58.8,7224413,Europe,,,,,,,,,,,,,,
China2001,China,CHN,2001,3.55,2816,21.7,1272739584,Asia,,,,,,,,,,,,,,
Congo2001,Congo,COG,2001,5.69,2232,15.1,3254105,Africa,,,,,,,,,,,,,,
Colombia2001,Colombia,COL,2001,8.78,2815,44.8,39837876,South America,,,,,,,,,,,,,,
Egypt2001,Egypt,EGY,2001,17.08,3409,46.1,72854256,Africa,,,,,,,,,,,,,,
Spain2001,Spain,ESP,2001,10.13,3332,60.7,40966448,Europe,,,,,,,,,,,,,,
Ethiopia2001,Ethiopia,ETH,2001,1.34,1829,8.1,69018936,Africa,,,,,,,,,,,,,,
Fiji2001,Fiji,FJI,2001,25.92,2876,52.9,841324,Oceania,,,,,,,,,,,,,,
France2001,France,FRA,2001,7.01,3640,61.3,59014776,Europe,,,,,,,,,,,,,,
United Kingdom2001,United Kingdom,GBR,2001,9.53,3400,59.8,59092016,Europe,,,,,,,,,,,,,,
Greece2001,Greece,GRC,2001,10.15,3614,60.3,11072182,Europe,,,,,,,,,,,,,,
Guatemala2001,Guatemala,GTM,2001,4.49,2218,39,12009197,North America,,,,,,,,,,,,,,
Indonesia2001,Indonesia,IDN,2001,3.75,2424,11.9,217112432,Asia,,,,,,,,,,,,,,
India2001,India,IND,2001,2.62,2333,10.8,1078970880,Asia,,,,,,,,,,,,,,
Ireland2001,Ireland,IRL,2001,8.96,3722,60.3,3829019,Europe,,,,,,,,,,,,,,
Iran2001,Iran,IRN,2001,11.3,3036,44.9,66674856,Asia,,,,,,,,,,,,,,
Iraq2001,Iraq,IRQ,2001,18.18,2254,44.9,25425666,Asia,,,,,,,,,,,,,,
Israel2001,Israel,ISR,2001,11.1,3603,62.4,6237984,Asia,,,,,,,,,,,,,,
Italy2001,Italy,ITA,2001,9.02,3671,59.6,56994992,Europe,,,,,,,,,,,,,,
Jamaica2001,Jamaica,JAM,2001,14.22,2798,36.9,2625410,North America,,,,,,,,,,,,,,
Jordan2001,Jordan,JOR,2001,21.23,2839,53.2,5163313,Asia,,,,,,,,,,,,,,
Japan2001,Japan,JPN,2001,4.01,2889,23.8,127065736,Asia,,,,,,,,,,,,,,
Kazakhstan2001,Kazakhstan,KAZ,2001,15.56,2890,46.5,15281288,Asia,,,,,,,,,,,,,,
Kenya2001,Kenya,KEN,2001,2.51,2066,13,31800344,Africa,,,,,,,,,,,,,,
South Korea2001,South Korea,KOR,2001,5.68,3081,27.3,47064784,Asia,,,,,,,,,,,,,,
Lebanon2001,Lebanon,LBN,2001,14.5,3316,58.4,4389201,Asia,,,,,,,,,,,,,,
Liberia2001,Liberia,LBR,2001,3.04,2038,12.1,2981655,Africa,,,,,,,,,,,,,,
Sri Lanka2001,Sri Lanka,LKA,2001,6.23,2356,11.2,18920278,Asia,,,,,,,,,,,,,,
